source,type,scenario,year,oil_production,oil_production_unit,cumulated_oil_prod_since_2018,extrapolation_curve,oil_reserves,oil_reserves_label
The Shift Project,Extrapolation,Current Policies,2108,16.570983000000002,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2109,15.083791573529403,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2110,13.596600147058826,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2111,12.10940872058823,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2112,10.62221729411765,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2113,9.135025867647053,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2114,7.647834441176476,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2115,6.160643014705879,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2116,4.673451588235282,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2117,3.1862601617647037,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2118,1.6990687352941063,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2119,0.2118773088235286,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2120,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2121,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2122,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2123,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2124,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2125,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2126,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2127,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2128,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2129,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2130,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2131,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2132,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2133,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2134,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2135,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2136,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2137,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2138,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2139,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2140,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2141,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2142,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2143,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2144,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2145,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2146,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2147,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2148,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2149,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2150,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2151,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2152,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2153,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2154,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2155,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2156,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2157,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2158,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2159,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2160,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2161,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2162,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2163,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2164,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2165,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2166,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2167,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2168,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2169,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2170,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2171,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2172,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2173,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2174,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2175,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2176,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2177,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2178,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2179,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2180,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2181,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2182,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2183,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2184,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2185,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2186,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2187,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2188,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2189,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2190,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2191,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2192,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2193,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2194,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2195,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2196,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2197,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2198,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2199,0,mb/d,nan,Triangle,1700,1700 (IEA)
The Shift Project,Extrapolation,Current Policies,2040,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2041,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2042,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2043,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2044,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2045,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2046,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2047,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2048,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2049,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2050,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2051,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2052,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2053,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2054,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2055,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2056,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2057,117.7,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2057,45.5290410958908,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2058,0,mb/d,nan,Square,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2040,117.70000000000002,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2041,116.16401857533414,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2042,114.6280371506683,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2043,113.09205572600243,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2044,111.5560743013366,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2045,110.02009287667073,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2046,108.48411145200488,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2047,106.94813002733902,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2048,105.41214860267314,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2049,103.87616717800731,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2050,102.34018575334143,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2051,100.8042043286756,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2052,99.26822290400972,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2053,97.73224147934388,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2054,96.19626005467802,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2055,94.66027863001217,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2056,93.12429720534631,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2057,91.58831578068043,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2058,90.0523343560146,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2059,88.51635293134872,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2060,86.98037150668289,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2061,85.44439008201701,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2062,83.90840865735116,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2063,82.3724272326853,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2064,80.83644580801945,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2065,79.3004643833536,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2066,77.76448295868774,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2067,76.22850153402189,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2068,74.69252010935601,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2069,73.15653868469016,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2070,71.6205572600243,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2071,70.08457583535845,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2072,68.54859441069259,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2073,67.01261298602674,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2074,65.47663156136088,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2075,63.94065013669503,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2076,62.40466871202917,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2077,60.86868728736331,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2078,59.33270586269745,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2079,57.796724438031596,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2080,56.26074301336574,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2081,54.724761588699884,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2082,53.18878016403403,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2083,51.65279873936817,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2084,50.11681731470231,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2085,48.580835890036454,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2086,47.0448544653706,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2087,45.50887304070474,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2088,43.972891616038886,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2089,42.43691019137303,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2090,40.900928766707175,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2091,39.36494734204132,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2092,37.82896591737546,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2093,36.2929844927096,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2094,34.757003068043744,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2095,33.22102164337789,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2096,31.68504021871203,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2097,30.149058794046173,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2098,28.61307736938031,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2099,27.077095944714465,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2100,25.5411145200486,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2101,24.005133095382753,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2102,22.469151670716887,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2103,20.93317024605104,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2104,19.397188821385175,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2105,17.861207396719312,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2106,16.325225972053463,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2107,14.789244547387598,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2108,13.253263122721753,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2109,11.717281698055888,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2110,10.181300273390042,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2111,8.645318848724177,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2112,7.109337424058331,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2113,5.573355999392465,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2114,4.0373745747266,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2115,2.5013931500607542,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2116,0.9654117253948888,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2117,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2118,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2119,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2120,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2121,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2122,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2123,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2124,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2125,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2126,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2127,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2128,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2129,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2130,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2131,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2132,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2133,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2134,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2135,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2136,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2137,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2138,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2139,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2140,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2141,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2142,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2143,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2144,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2145,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2146,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2147,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2148,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2149,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2150,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2151,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2152,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2153,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2154,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2155,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2156,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2157,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2158,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2159,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2160,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2161,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2162,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2163,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2164,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2165,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2166,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2167,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2168,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2169,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2170,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2171,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2172,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2173,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2174,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2175,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2176,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2177,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2178,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2179,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2180,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2181,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2182,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2183,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2184,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2185,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2186,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2187,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2188,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2189,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2190,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2191,0,mb/d,nan,Triangle,1646,1646 (US EIA)
