source,type,scenario,year,oil_production,oil_production_unit,cumulated_oil_prod_since_2018,extrapolation_curve,oil_reserves,oil_reserves_label
The Shift Project,Extrapolation,Current Policies,2192,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2193,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2194,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2195,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2196,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2197,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2198,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2199,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Current Policies,2040,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2041,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2042,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2043,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2044,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2045,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2046,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2047,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2048,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2049,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2050,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2051,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2052,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2053,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2054,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2055,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2056,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2057,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2058,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2059,117.7,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2059,37.52630136986326,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2060,0,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2040,117.70000000000002,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2041,116.23775279063042,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2042,114.77550558126086,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2043,113.31325837189127,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2044,111.8510111625217,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2045,110.38876395315212,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2046,108.92651674378256,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2047,107.46426953441296,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2048,106.00202232504338,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2049,104.53977511567382,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2050,103.07752790630423,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2051,101.61528069693466,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2052,100.15303348756507,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2053,98.6907862781955,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2054,97.22853906882592,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2055,95.76629185945633,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2056,94.30404465008677,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2057,92.84179744071719,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2058,91.3795502313476,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2059,89.91730302197803,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2060,88.45505581260846,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2061,86.99280860323887,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2062,85.53056139386929,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2063,84.06831418449973,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2064,82.60606697513013,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2065,81.14381976576055,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2066,79.68157255639098,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2067,78.21932534702141,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2068,76.75707813765183,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2069,75.29483092828224,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2070,73.83258371891266,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2071,72.3703365095431,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2072,70.90808930017351,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2073,69.44584209080394,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2074,67.98359488143436,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2075,66.52134767206478,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2076,65.0591004626952,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2077,63.59685325332562,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2078,62.13460604395604,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2079,60.67235883458647,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2080,59.21011162521689,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2081,57.74786441584731,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2082,56.285617206477724,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2083,54.82336999710815,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2084,53.36112278773857,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2085,51.898875578368994,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2086,50.43662836899942,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2087,48.97438115962984,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2088,47.51213395026026,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2089,46.049886740890685,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2090,44.587639531521106,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2091,43.12539232215153,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2092,41.663145112781955,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2093,40.200897903412375,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2094,38.738650694042796,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2095,37.27640348467321,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2096,35.81415627530364,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2097,34.35190906593406,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2098,32.88966185656448,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2099,31.427414647194905,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2100,29.96516743782532,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2101,28.502920228455753,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2102,27.040673019086167,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2103,25.5784258097166,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2104,24.116178600347013,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2105,22.653931390977426,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2106,21.191684181607858,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2107,19.729436972238272,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2108,18.267189762868707,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2109,16.80494255349912,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2110,15.342695344129554,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2111,13.880448134759966,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2112,12.41820092539038,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2113,10.955953716020813,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2114,9.493706506651227,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2115,8.03145929728166,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2116,6.569212087912074,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2117,5.106964878542488,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2118,3.644717669172921,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2119,2.182470459803335,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2120,0.720223250433768,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2121,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2122,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2123,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2124,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2125,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2126,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2127,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2128,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2129,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2130,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2131,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2132,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2133,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2134,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2135,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2136,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2137,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2138,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2139,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2140,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2141,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2142,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2143,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2144,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2145,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2146,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2147,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2148,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2149,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2150,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2151,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2152,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2153,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2154,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2155,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2156,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2157,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2158,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2159,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2160,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2161,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2162,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2163,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2164,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2165,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2166,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2167,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2168,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2169,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2170,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2171,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2172,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2173,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2174,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2175,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2176,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2177,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2178,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2179,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2180,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2181,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2182,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2183,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2184,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2185,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2186,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2187,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2188,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2189,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2190,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2191,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2192,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2193,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2194,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2195,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2196,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2197,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2198,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2199,0,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Current Policies,2040,117.7,mb/d,nan,Square,1182,1182 (Rystad 2PC)
